Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($),
4536,7/14/2009,[Rec],"$2,100,000","$23,266,821",$0,
4537,1/1/1945,The Valley of Decision,"$2,160,000","$9,132,000","$9,132,000",
4530,12/31/2005,Chicken Tikka Masala,"$2,160,000","$37,865",$0,
4531,9/10/1971,The French Connection,"$2,200,000","$41,158,757","$41,158,757",
4526,3/22/1985,Friday the 13th Part V: A New Beginning,"$2,200,000","$21,930,418","$21,930,418",
4527,9/2/2007,The Last Sin Eater,"$2,200,000","$388,390","$388,390",
4528,8/13/1982,Friday the 13th Part 3,"$2,250,000","$36,690,067","$36,690,067",
4525,11/13/1940,Fantasia,"$2,280,000","$83,320,000","$83,320,000",
4524,3/20/2015,Do You Believe?,"$2,300,000","$14,305,540","$12,985,600",
4516,9/24/1951,Show Boat,"$2,300,000","$11,000,000","$11,000,000",
4517,1/5/1998,"Dancer, Texas Pop. 81","$2,300,000","$574,838","$574,838",
4518,5/9/2014,Frontera,"$2,300,000","$59,696","$59,696",
4519,8/26/2011,Redemption Road,"$2,300,000","$29,384","$29,384",
4520,1/1/1944,Bathing Beauty,"$2,361,000","$3,500,000","$3,500,000",
4515,7/25/2007,This is England,"$2,380,000","$8,739,576","$327,919",
4514,10/16/1996,Get on the Bus,"$2,400,000","$5,691,854","$5,691,854",
4509,5/1/2007,Thr3e,"$2,400,000","$1,420,418","$1,008,849",
4510,1/9/2006,Idiocracy,"$2,400,000","$500,296","$444,093",
4511,12/31/2009,Nikté,"$2,400,000","$1,333,891",$0,
4512,5/13/2011,Go For It!,"$2,450,000","$182,358","$180,237",
4508,11/1/2013,A Haunted House,"$2,500,000","$59,922,558","$40,041,683",
4469,7/13/2012,2016: Obama’s America,"$2,500,000","$33,349,941","$33,349,941",
4470,3/7/2013,Kevin Hart: Let Me Explain,"$2,500,000","$32,327,255","$32,244,051",
4471,7/28/2004,Garden State,"$2,500,000","$36,028,802","$26,782,316",
4472,4/10/1996,That Thing You Do!,"$2,500,000","$34,557,416","$25,857,416",
4473,10/30/1981,Halloween II,"$2,500,000","$25,533,818","$25,533,818",
4474,10/22/1982,Halloween 3: Season of the Witch,"$2,500,000","$14,400,000","$14,400,000",
4475,1/10/2008,Religulous,"$2,500,000","$13,881,317","$13,011,160",
4476,1/1/1971,Escape from the Planet of the Apes,"$2,500,000","$12,300,000","$12,300,000",
4477,5/29/1963,Hud,"$2,500,000","$10,000,000","$10,000,000",
4478,2/8/2013,The Spectacular Now,"$2,500,000","$6,916,951","$6,852,971",
4479,9/29/1991,My Own Private Idaho,"$2,500,000","$6,401,336","$6,401,336",
4480,1/27/1995,Before Sunrise,"$2,500,000","$5,683,371","$5,274,005",
4481,6/24/2016,Hunt for the Wilderpeople,"$2,500,000","$23,014,021","$5,205,471",
4482,8/17/2012,Robot & Frank,"$2,500,000","$4,934,356","$3,317,468",
4483,3/10/2003,Sur Le Seuil,"$2,500,000","$2,013,052","$2,013,052",
4484,6/16/2000,Jesus' Son,"$2,500,000","$1,687,548","$1,282,084",
4485,5/27/2005,Saving Face,"$2,500,000","$1,269,705","$1,187,266",
4486,6/20/2008,Brick Lane,"$2,500,000","$3,838,486","$1,094,998",
4487,1/3/2013,The Lost Medallion: The Adventures of Billy Stone,"$2,500,000","$549,632","$549,632",
4488,9/26/2003,My Life Without Me,"$2,500,000","$12,267,275","$432,360",
4489,3/31/2006,Marilyn Hotchkiss' Ballroom Dancing and Charm School,"$2,500,000","$497,195","$349,132",
4490,1/4/2011,Super,"$2,500,000","$593,933","$327,716",
4491,11/14/2008,Fuel,"$2,500,000","$174,255","$174,255",
4492,9/4/2010,Valley of the Hearts Delight,"$2,500,000","$118,666","$118,666",
4493,10/31/2008,The Other End of the Line,"$2,500,000","$507,446","$115,504",
4494,6/18/2010,8: The Mormon Proposition,"$2,500,000","$100,280","$100,280",
4495,4/17/2009,Sleep Dealer,"$2,500,000","$108,907","$80,136",
4496,8/24/2007,Eye of the Dolphin,"$2,500,000","$72,260","$72,210",
4497,8/16/2013,Underdogs,"$2,500,000","$35,017","$35,017",
4498,8/9/2000,Anatomie,"$2,500,000","$9,598","$9,598",
4499,10/4/1952,Singin' in the Rain,"$2,540,000","$7,200,000","$7,200,000",
4468,1/1/1974,Blazing Saddles,"$2,600,000","$119,500,000","$119,500,000",
4458,4/13/1984,Friday the 13th Part IV: The Final Chapter,"$2,600,000","$32,980,880","$32,980,880",
4459,2/5/2014,Ida,"$2,600,000","$15,298,355","$3,827,060",
4460,1/1/1987,Maurice,"$2,600,000","$3,147,950","$3,147,950",
4461,9/7/2004,Riding Giants,"$2,600,000","$3,292,333","$2,276,368",
4462,12/12/2008,Los Cronocrímenes,"$2,600,000","$564,474","$39,127",
4463,12/31/2011,La Cara Oculta,"$2,600,000","$7,033,931",$0,
4464,7/12/2007,Timber Falls,"$2,600,000","$71,248",$0,
4465,12/24/1943,A Guy Named Joe,"$2,627,000","$5,363,000","$5,363,000",
4457,1/16/1998,The Dress,"$2,650,000","$16,556","$16,556",
4456,1/1/1963,Donovan's Reef,"$2,686,000","$6,600,000","$6,600,000",
4454,10/17/1979,The Black Stallion,"$2,700,000","$37,799,643","$37,799,643",
4449,6/13/1997,Ulee's Gold,"$2,700,000","$15,600,000","$9,054,736",
4450,1/9/2006,Lage Raho Munna Bhai,"$2,700,000","$31,517,561","$2,217,561",
4451,12/31/2015,Sardaar Ji,"$2,700,000","$8,200,000",$0,
4452,12/31/2008,Rejsen til Saturn,"$2,700,000","$5,377,665",$0,
4453,2/15/2008,Diary of the Dead,"$2,750,000","$5,394,447","$952,620",
4448,8/25/1939,The Wizard of Oz,"$2,777,000","$33,754,967","$33,711,566",
4447,12/15/1974,Young Frankenstein,"$2,800,000","$86,300,000","$86,300,000",
4442,6/25/1976,The Omen,"$2,800,000","$48,570,885","$48,570,885",
4443,7/22/2005,Hustle & Flow,"$2,800,000","$23,591,783","$22,202,809",
4444,5/13/1988,Friday the 13th Part VII: The New Blood,"$2,800,000","$19,170,001","$19,170,001",
4445,9/15/2006,Artie Lange's Beer League,"$2,800,000","$475,000","$475,000",
4446,10/6/2005,High Tension,"$2,850,000","$6,435,262","$3,681,066",
4441,3/29/1959,Some Like it Hot,"$2,883,848","$25,000,000","$25,000,000",
4440,2/15/1950,Cinderella,"$2,900,000","$263,591,415","$85,000,000",
4434,11/20/1998,Central do Brasil,"$2,900,000","$17,006,158","$5,969,553",
4435,1/1/1961,Pocketful of Miracles,"$2,900,000","$5,000,000","$5,000,000",
4436,3/24/2006,Boynton Beach Club,"$2,900,000","$3,127,472","$3,127,472",
4437,1/10/2010,Freakonomics,"$2,900,000","$172,867","$101,270",
4438,8/19/2011,Griff the Invisible,"$2,900,000","$25,935","$20,778",
4439,12/6/1981,Raiders of the Lost Ark,"$20,000,000","$389,925,971","$248,159,971",
2306,11/13/1991,Beauty and the Beast,"$20,000,000","$451,329,842","$218,951,625",
2307,11/20/1992,Home Alone 2: Lost in New York,"$20,000,000","$358,994,850","$173,585,516",
2308,11/16/1977,Close Encounters of the Third Kind,"$20,000,000","$337,700,000","$166,000,000",
2309,5/20/1987,Beverly Hills Cop II,"$20,000,000","$276,665,036","$153,665,036",
2310,9/12/2016,La La Land,"$20,000,000","$433,574,208","$151,101,803",
2311,7/19/2013,The Conjuring,"$20,000,000","$318,000,141","$137,400,141",
2312,7/3/2003,Bringing Down the House,"$20,000,000","$164,675,402","$132,675,402",
2313,2/14/1991,The Silence of the Lambs,"$20,000,000","$275,726,716","$130,726,716",
2314,2/14/1992,Wayne's World,"$20,000,000","$183,097,323","$121,697,323",
2315,10/15/2010,Jackass 3D,"$20,000,000","$171,685,793","$117,229,692",
2316,7/29/2016,Bad Moms,"$20,000,000","$181,457,297","$113,257,297",
2317,6/16/1978,Jaws 2,"$20,000,000","$208,900,376","$102,922,376",
2318,3/10/2008,Beverly Hills Chihuahua,"$20,000,000","$154,218,168","$94,514,402",
2319,2/7/2014,Tammy,"$20,000,000","$93,931,360","$84,525,432",
2320,1/21/2005,Are We There Yet?,"$20,000,000","$98,114,471","$82,674,398",
2321,11/16/2011,The Descendants,"$20,000,000","$175,507,800","$82,624,961",
2322,3/10/2003,School of Rock,"$20,000,000","$131,945,303","$81,261,177",
2323,4/13/2007,Disturbia,"$20,000,000","$118,537,627","$80,818,974",
2324,7/16/1993,Free Willy,"$20,000,000","$153,698,625","$77,698,625",
2325,10/21/2016,Tyler Perry’s Boo! A Madea Halloween,"$20,000,000","$73,206,343","$73,206,343",
2326,8/18/1995,Mortal Kombat,"$20,000,000","$122,133,227","$70,433,227",
2327,6/23/2004,White Chicks,"$20,000,000","$111,448,997","$69,148,997",
2328,4/24/2009,Obsessed,"$20,000,000","$73,964,713","$68,261,644",
2329,4/18/2003,Holes,"$20,000,000","$71,232,214","$67,383,924",
2330,6/29/2012,Tyler Perry's Madea's Witness Protection,"$20,000,000","$66,950,887","$65,653,242",
2331,3/31/2010,The Last Song,"$20,000,000","$92,678,948","$62,950,384",
2332,2/4/2010,Why Did I Get Married Too?,"$20,000,000","$60,831,067","$60,095,852",
2333,10/18/2013,12 Years a Slave,"$20,000,000","$181,025,343","$56,671,993",
2334,12/13/2002,Drumline,"$20,000,000","$56,398,162","$56,398,162",
2335,3/6/2016,Me Before You,"$20,000,000","$205,445,075","$56,245,075",
2336,4/15/2016,Barbershop: The Next Cut,"$20,000,000","$54,404,202","$54,030,051",
2337,7/12/1990,Edward Scissorhands,"$20,000,000","$53,976,987","$53,976,987",
2338,9/1/2015,Selma,"$20,000,000","$66,776,908","$52,076,908",
2339,12/12/1980,Popeye,"$20,000,000","$49,823,037","$49,823,037",
2340,2/17/2006,Date Movie,"$20,000,000","$85,146,165","$48,548,426",
2341,2/15/2002,Peter Pan: Return to Neverland,"$20,000,000","$109,862,682","$48,430,258",
2342,2/14/2003,The Jungle Book 2,"$20,000,000","$140,122,225","$47,901,582",
2343,3/16/2007,Premonition,"$20,000,000","$81,461,343","$47,852,604",
2344,4/2/2005,Boogeyman,"$20,000,000","$67,192,859","$46,752,382",
2345,11/2/2000,The Tigger Movie,"$20,000,000","$96,147,688","$45,542,421",
2346,6/11/2015,Spotlight,"$20,000,000","$92,217,729","$45,055,776",
2347,6/26/2015,Max,"$20,000,000","$43,658,157","$42,656,255",
2348,3/21/2008,Meet the Browns,"$20,000,000","$41,975,388","$41,975,388",
2349,7/24/2009,Orphan,"$20,000,000","$78,769,428","$41,596,251",
2350,1/26/2007,Epic Movie,"$20,000,000","$86,858,578","$39,739,367",
2351,9/19/2008,Lakeview Terrace,"$20,000,000","$44,821,299","$39,263,506",
2352,10/13/2006,The Grudge 2,"$20,000,000","$70,743,839","$39,143,839",
2353,7/27/2016,Nerve,"$20,000,000","$61,680,792","$38,583,626",
2354,5/14/1982,Conan the Barbarian,"$20,000,000","$79,114,085","$38,264,085",
2355,8/14/1998,How Stella Got Her Groove Back,"$20,000,000","$37,672,944","$37,672,944",
2356,7/19/1991,Bill & Ted's Bogus Journey,"$20,000,000","$37,537,675","$37,537,675",
2357,10/13/2006,Man of the Year,"$20,000,000","$41,342,180","$37,442,180",
2358,2/19/2016,Risen,"$20,000,000","$46,164,361","$36,880,033",
2359,8/18/2010,Vampires Suck,"$20,000,000","$81,424,988","$36,661,504",
2360,12/21/1979,The Black Hole,"$20,000,000","$35,841,901","$35,841,901",
2361,1/9/2010,The American,"$20,000,000","$67,950,723","$35,606,376",
2362,3/21/1997,Selena,"$20,000,000","$35,450,113","$35,450,113",
2363,4/11/2011,A Very Harold & Kumar 3D Christmas,"$20,000,000","$36,265,745","$35,061,031",
2364,3/19/2004,Eternal Sunshine of the Spotless Mind,"$20,000,000","$72,703,462","$34,366,518",
2365,4/1/2013,Texas Chainsaw 3D,"$20,000,000","$47,666,013","$34,341,945",
2366,10/27/2006,Babel,"$20,000,000","$132,121,212","$34,302,837",
2367,9/19/2014,This is Where I Leave You,"$20,000,000","$41,296,320","$34,296,320",
2368,12/12/2008,Doubt,"$20,000,000","$53,191,101","$33,446,470",
2369,10/15/2004,Team America: World Police,"$20,000,000","$50,948,811","$32,774,834",
2370,10/27/1995,Copycat,"$20,000,000","$32,051,917","$32,051,917",
2371,12/4/2013,Scary Movie V,"$20,000,000","$78,613,981","$32,015,787",
2372,12/3/2010,She's Out of My League,"$20,000,000","$48,680,977","$32,010,860",
2373,11/26/2008,Milk,"$20,000,000","$57,293,371","$31,841,299",
2374,10/15/1969,Paint Your Wagon,"$20,000,000","$31,678,778","$31,678,778",
2375,8/31/2011,The Debt,"$20,000,000","$46,604,054","$31,177,548",
2376,10/25/2002,Ghost Ship,"$20,000,000","$68,349,884","$30,113,491",
2377,8/1/2010,Daybreakers,"$20,000,000","$51,445,503","$30,101,577",
2378,7/3/2008,The Bank Job,"$20,000,000","$66,143,005","$30,060,660",
2379,3/20/1998,Wild Things,"$20,000,000","$55,576,699","$29,795,299",
2380,10/16/2009,The Stepfather,"$20,000,000","$29,227,561","$29,062,561",
2381,3/31/2000,High Fidelity,"$20,000,000","$47,881,663","$27,277,055",
2382,4/28/2006,Stick It,"$20,000,000","$30,399,714","$26,910,736",
2383,4/1/2008,One Missed Call,"$20,000,000","$44,513,466","$26,890,041",
2384,12/1/1996,Eye for an Eye,"$20,000,000","$26,792,700","$26,792,700",
2385,11/4/2008,Street Kings,"$20,000,000","$65,454,793","$26,415,649",
2386,8/23/2013,The World's End,"$20,000,000","$47,508,505","$26,004,851",
2387,1/19/1996,From Dusk Till Dawn,"$20,000,000","$25,732,986","$25,728,961",
2388,9/24/2010,You Again,"$20,000,000","$32,838,945","$25,702,053",
2389,6/15/2007,Nancy Drew,"$20,000,000","$30,703,845","$25,584,685",
2390,9/17/2010,Alpha and Omega 3D,"$20,000,000","$48,958,353","$25,107,267",
2391,2/14/2014,Endless Love,"$20,000,000","$34,718,173","$23,438,250",
2392,8/9/2006,The Covenant,"$20,000,000","$38,164,784","$23,364,784",
2393,1/7/2011,Monte Carlo,"$20,000,000","$39,686,769","$23,186,769",
2394,3/24/2006,Stay Alive,"$20,000,000","$23,187,506","$23,086,480",
2395,7/10/2005,2 For the Money,"$20,000,000","$30,491,379","$22,991,379",
2396,6/16/2017,Rough Night,"$20,000,000","$41,015,970","$21,906,917",
2397,4/12/1998,Psycho,"$20,000,000","$37,226,218","$21,541,218",
2398,10/19/1990,Quigley Down Under,"$20,000,000","$21,413,105","$21,413,105",
2399,9/27/1995,To Die For,"$20,000,000","$27,688,744","$21,284,514",
2400,8/21/2009,Shorts,"$20,000,000","$29,870,801","$20,919,166",
2401,10/30/1998,Vampires,"$20,000,000","$20,268,825","$20,268,825",
2402,9/19/2008,Appaloosa,"$20,000,000","$27,911,453","$20,211,394",
2403,11/20/2015,Secret in Their Eyes,"$20,000,000","$30,808,558","$20,180,155",
2404,8/13/2004,Yu-Gi-Oh,"$20,000,000","$28,762,690","$19,762,690",
2405,3/23/2007,Reign Over Me,"$20,000,000","$20,081,987","$19,661,987",
2406,9/19/2008,My Best Friend's Girl,"$20,000,000","$34,787,111","$19,219,250",
2407,11/5/2007,Georgia Rule,"$20,000,000","$20,819,601","$18,882,880",
2408,7/31/1981,Under the Rainbow,"$20,000,000","$18,826,490","$18,826,490",
2409,12/4/1985,Ladyhawke,"$20,000,000","$18,400,000","$18,400,000",
2410,9/21/2007,Into the Wild,"$20,000,000","$56,822,960","$18,354,356",
2411,11/9/1998,Simon Birch,"$20,000,000","$18,310,591","$18,253,415",
2412,11/2/2005,Pooh's Heffalump Movie,"$20,000,000","$55,686,944","$18,098,433",
2413,9/29/2006,School for Scoundrels,"$20,000,000","$17,807,569","$17,807,569",
2414,10/26/2012,Silent Hill: Revelation 3D,"$20,000,000","$55,975,672","$17,530,219",
2415,3/11/1995,Home for the Holidays,"$20,000,000","$22,119,269","$17,468,887",
2416,2/20/2009,Fired Up,"$20,000,000","$18,608,570","$17,231,291",
2417,8/4/2005,Kung Fu Hustle,"$20,000,000","$102,034,104","$17,104,669",
2418,7/26/2002,The Country Bears,"$20,000,000","$16,988,996","$16,988,996",
2419,11/21/2003,21 Grams,"$20,000,000","$59,667,625","$16,248,701",
2420,4/12/2009,Armored,"$20,000,000","$23,661,038","$15,988,876",
2421,12/14/2007,The Kite Runner,"$20,000,000","$74,180,745","$15,800,078",
2422,3/9/2004,Paparazzi,"$20,000,000","$16,612,072","$15,712,072",
2423,1/17/2003,A Guy Thing,"$20,000,000","$17,430,594","$15,543,862",
2424,2/15/1965,The Greatest Story Ever Told,"$20,000,000","$15,473,333","$15,473,333",
2425,7/21/2000,Loser,"$20,000,000","$18,250,106","$15,464,026",
2426,6/3/1998,Twilight,"$20,000,000","$15,055,091","$15,055,091",
2427,9/23/2009,Capitalism: A Love Story,"$20,000,000","$19,121,531","$14,363,397",
2428,4/13/2012,Lockout,"$20,000,000","$33,943,049","$14,326,865",
2429,8/29/2008,Disaster Movie,"$20,000,000","$36,720,752","$14,190,901",
2430,9/30/2011,What's Your Number?,"$20,000,000","$30,163,785","$14,011,084",
2431,11/14/1997,The Man Who Knew Too Little,"$20,000,000","$13,801,755","$13,801,755",
2432,4/17/2009,Crank 2: High Voltage,"$20,000,000","$35,472,739","$13,684,249",
2433,10/30/2015,Burnt,"$20,000,000","$32,632,668","$13,651,946",
2434,4/30/2004,Envy,"$20,000,000","$14,566,246","$13,548,322",
2435,10/13/2006,One Night with the King,"$20,000,000","$13,725,032","$13,395,961",
2436,10/21/1994,Bullets Over Broadway,"$20,000,000","$13,383,747","$13,383,747",
2437,9/19/2008,Ghost Town,"$20,000,000","$29,843,245","$13,252,641",
2438,11/22/2002,The Quiet American,"$20,000,000","$26,348,203","$12,987,647",
2439,2/26/2016,Triple 9,"$20,000,000","$25,943,792","$12,639,297",
2440,2/9/2016,The Light Between Oceans,"$20,000,000","$19,450,780","$12,545,979",
2441,10/28/2005,The Weather Man,"$20,000,000","$15,466,961","$12,482,775",
2442,8/23/2002,Undisputed,"$20,000,000","$12,398,628","$12,398,628",
2443,3/27/2009,12 Rounds,"$20,000,000","$17,306,648","$12,234,694",
2444,1/10/2010,Let Me In,"$20,000,000","$28,270,399","$12,134,935",
2445,6/5/1994,3 Ninjas Kick Back,"$20,000,000","$11,744,960","$11,744,960",
2446,2/22/2008,Be Kind Rewind,"$20,000,000","$30,894,247","$11,175,164",
2447,9/12/2005,Mrs. Henderson Presents,"$20,000,000","$27,836,366","$11,036,366",
2448,12/12/1997,Deconstructing Harry,"$20,000,000","$10,686,841","$10,686,841",
2449,10/22/1999,Three to Tango,"$20,000,000","$10,570,375","$10,570,375",
2450,12/15/1989,We're No Angels,"$20,000,000","$10,555,348","$10,555,348",
2451,6/12/1996,Everyone Says I Love You,"$20,000,000","$34,600,000","$9,725,847",
2452,8/31/2007,Death Sentence,"$20,000,000","$16,907,831","$9,534,258",
2453,3/6/2016,Popstar: Never Stop Never Stopping,"$20,000,000","$9,537,120","$9,496,130",
2454,4/12/2009,Everybody's Fine,"$20,000,000","$9,208,876","$9,208,876",
2455,8/27/2004,Super Babies: Baby Geniuses 2,"$20,000,000","$9,355,369","$9,109,322",
2456,9/20/2013,Battle of the Year,"$20,000,000","$16,723,377","$8,888,355",
2457,4/29/2016,Ratchet and Clank,"$20,000,000","$11,813,410","$8,813,410",
2458,8/17/2007,Death at a Funeral,"$20,000,000","$46,790,428","$8,580,428",
2459,9/9/2005,The Man,"$20,000,000","$10,393,696","$8,330,720",
2460,5/1/2007,Code Name: The Cleaner,"$20,000,000","$8,135,024","$8,135,024",
2461,12/12/2014,Inherent Vice,"$20,000,000","$8,692,898","$8,110,975",
2462,4/16/2004,Connie & Carla,"$20,000,000","$8,047,525","$8,047,525",
2463,11/10/2013,Machete Kills,"$20,000,000","$18,273,009","$8,008,161",
2464,1/1/1969,Sweet Charity,"$20,000,000","$8,000,000","$8,000,000",
2465,2/24/2006,Doogal,"$20,000,000","$28,058,652","$7,578,946",
2466,9/16/2005,Proof,"$20,000,000","$8,284,331","$7,535,331",
2467,3/10/2008,An American Carol,"$20,000,000","$7,022,183","$7,013,191",
2468,3/14/2003,Willard,"$20,000,000","$6,882,696","$6,882,696",
2469,1/2/2008,Strange Wilderness,"$20,000,000","$6,947,084","$6,575,282",
2470,4/24/2015,Little Boy,"$20,000,000","$17,684,355","$6,485,961",
2471,12/17/1999,Topsy Turvy,"$20,000,000","$6,201,757","$6,201,757",
2472,10/26/2012,Chasing Mavericks,"$20,000,000","$8,300,821","$6,002,756",
2473,12/31/2014,A Most Violent Year,"$20,000,000","$6,071,433","$5,749,134",
2474,11/23/2011,A Dangerous Method,"$20,000,000","$14,807,531","$5,702,083",
2475,7/7/2006,A Scanner Darkly,"$20,000,000","$7,405,084","$5,501,616",
2476,8/14/2009,Bandslam,"$20,000,000","$12,967,829","$5,210,988",
2477,1/28/2005,Alone in the Dark,"$20,000,000","$8,178,569","$5,178,569",
2478,10/29/2004,Birth,"$20,000,000","$14,603,001","$5,005,899",
2479,8/26/2016,Hands of Stone,"$20,000,000","$4,754,517","$4,712,792",
2480,10/24/2008,Passchendaele,"$20,000,000","$4,453,327","$4,452,423",
2481,3/10/2008,Flash of Genius,"$20,000,000","$4,504,111","$4,442,377",
