Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($),
2225,12/31/2009,Shi Yue Wei Cheng,"$23,000,000","$44,195,779",$0,
2226,2/10/2009,Zombieland,"$23,600,000","$102,236,596","$75,590,286",
2195,9/10/2009,Bronson,"$230,000","$2,703,762","$104,979",
5224,5/26/2017,Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000","$776,037,086","$171,037,086",
20,11/14/2008,Quantum of Solace,"$230,000,000","$591,692,078","$169,368,427",
21,6/28/2006,Superman Returns,"$232,000,000","$374,085,065","$200,120,000",
19,11/26/1986,Star Trek IV: The Voyage Home,"$24,000,000","$133,000,000","$109,713,132",
2164,12/12/1997,Scream 2,"$24,000,000","$101,363,301","$101,363,301",
2165,2/21/2003,Old School,"$24,000,000","$86,765,463","$75,155,000",
2166,12/20/2006,Rocky Balboa,"$24,000,000","$156,229,050","$70,269,899",
2167,6/20/2014,Think Like a Man Too,"$24,000,000","$70,027,933","$65,028,687",
2168,2/18/2000,The Whole Nine Yards,"$24,000,000","$85,527,867","$57,262,492",
2169,10/14/2011,Footloose,"$24,000,000","$62,989,834","$51,802,742",
2170,7/4/2017,Going in Style,"$24,000,000","$78,714,211","$45,018,541",
2171,12/7/1991,Point Break,"$24,000,000","$83,531,958","$43,218,387",
2172,9/20/1991,The Fisher King,"$24,000,000","$41,798,224","$41,798,224",
2173,11/13/1998,I Still Know What You Did Last Summer,"$24,000,000","$40,020,622","$40,020,622",
2174,12/16/1969,"Hello, Dolly","$24,000,000","$33,208,099","$33,208,099",
2175,7/4/2000,Return to Me,"$24,000,000","$32,662,299","$32,662,299",
2176,6/11/2009,The Men Who Stare at Goats,"$24,000,000","$67,348,218","$32,428,195",
2177,10/31/2008,Zack and Miri Make a Porno,"$24,000,000","$36,856,306","$31,457,946",
2178,12/1/2001,Double Take,"$24,000,000","$29,823,162","$29,823,162",
2179,12/21/1999,"Girl, Interrupted","$24,000,000","$28,871,190","$28,871,190",
2180,8/9/2000,Nurse Betty,"$24,000,000","$27,732,366","$25,170,054",
2181,8/20/2010,Piranha 3D,"$24,000,000","$83,660,160","$25,003,155",
2182,11/24/2010,Faster,"$24,000,000","$35,792,945","$23,240,020",
2183,1/23/2004,Win a Date with Tad Hamilton!,"$24,000,000","$16,980,098","$16,980,098",
2184,7/14/1999,Muppets From Space,"$24,000,000","$16,304,786","$16,304,786",
2185,10/24/1978,The Wiz,"$24,000,000","$13,000,000","$13,000,000",
2186,7/4/2000,Ready to Rumble,"$24,000,000","$12,372,410","$12,372,410",
2187,9/16/2011,I Don't Know How She Does It,"$24,000,000","$24,474,463","$9,659,074",
2188,12/24/1999,Play it to the Bone,"$24,000,000","$8,427,204","$8,427,204",
2189,12/17/2004,Beyond the Sea,"$24,000,000","$8,292,914","$6,144,806",
2190,10/6/2005,Hauru no ugoku shiro,"$24,000,000","$237,814,327","$4,710,455",
2191,3/27/1998,Meet the Deedles,"$24,000,000","$4,356,126","$4,356,126",
2192,8/25/1995,The Princess and the Cobbler,"$24,000,000","$669,276","$669,276",
2193,10/6/2005,The Bridge of San Luis Rey,"$24,000,000","$1,696,765","$49,981",
2194,9/11/2012,Dangerous Liaisons,"$24,200,000","$10,447,579","$17,000",
2163,10/31/2008,Little Big Top,"$240,000","$7,484","$7,484",
5223,1/1/1925,The Big Parade,"$245,000","$22,000,000","$11,000,000",
5222,6/30/1972,Deep Throat,"$25,000","$45,000,000","$45,000,000",
5356,1/8/1997,In the Company of Men,"$25,000","$2,883,661","$2,883,661",
5357,1/14/2000,The Terrorist,"$25,000","$195,043","$195,043",
5358,1/9/2015,Backmask,"$25,000","$428,923",$0,
5359,2/25/2004,The Passion of the Christ,"$25,000,000","$622,341,924","$370,782,930",
2006,11/24/1993,Mrs. Doubtfire,"$25,000,000","$441,286,003","$219,195,051",
2007,12/16/1988,Rain Man,"$25,000,000","$412,800,000","$172,825,435",
2008,10/8/2011,The Help,"$25,000,000","$213,120,004","$169,705,587",
2009,12/25/2016,Hidden Figures,"$25,000,000","$229,518,131","$169,374,490",
2010,12/12/2008,Gran Torino,"$25,000,000","$274,543,085","$148,095,302",
2011,1/30/2009,Taken,"$25,000,000","$226,941,585","$145,000,989",
2012,1/17/2014,Ride Along,"$25,000,000","$153,733,800","$134,202,565",
2013,11/25/1992,The Bodyguard,"$25,000,000","$410,900,000","$121,945,720",
2014,12/15/1993,Schindler's List,"$25,000,000","$321,365,567","$96,067,179",
2015,2/7/2003,"Legally Blonde 2: Red, White & Blonde","$25,000,000","$125,339,088","$90,639,088",
2016,3/26/2004,Scooby-Doo 2: Monsters Unleashed,"$25,000,000","$181,185,387","$84,185,387",
2017,9/7/2004,Anchorman: The Legend of Ron Burgundy,"$25,000,000","$89,476,265","$84,136,909",
2018,8/15/2003,Freddy vs. Jason,"$25,000,000","$114,576,403","$82,622,655",
2019,2/16/2007,Bridge to Terabithia,"$25,000,000","$137,984,788","$82,234,139",
2020,12/21/2001,Jimmy Neutron: Boy Genius,"$25,000,000","$102,992,536","$80,936,232",
2021,1/18/2008,Cloverfield,"$25,000,000","$171,302,226","$80,048,433",
2022,5/2/2010,Dear John,"$25,000,000","$142,033,509","$80,014,842",
2023,3/22/1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"$25,000,000","$78,656,813","$78,656,813",
2024,12/25/2012,Parental Guidance,"$25,000,000","$120,832,383","$77,267,296",
2025,3/6/1987,The Untouchables,"$25,000,000","$76,270,454","$76,270,454",
2026,9/11/2007,No Country for Old Men,"$25,000,000","$164,051,250","$74,273,505",
2027,4/13/2001,Bridget Jones's Diary,"$25,000,000","$281,527,158","$71,500,556",
2028,12/15/2000,Chocolat,"$25,000,000","$152,500,343","$71,309,760",
2029,1/21/2011,No Strings Attached,"$25,000,000","$149,228,078","$70,662,220",
2030,1/13/2012,Contraband,"$25,000,000","$98,406,855","$66,528,000",
2031,1/27/2017,A Dog’s Purpose,"$25,000,000","$189,922,583","$64,321,890",
2032,4/20/2012,The Lucky One,"$25,000,000","$96,633,833","$60,457,138",
2033,12/25/1993,Tombstone,"$25,000,000","$56,505,065","$56,505,065",
2034,3/22/2000,Romeo Must Die,"$25,000,000","$91,036,760","$55,973,336",
2035,6/6/2006,The Omen,"$25,000,000","$119,295,584","$54,607,383",
2036,10/2/2006,Final Destination 3,"$25,000,000","$112,798,051","$54,098,051",
2037,4/22/2011,Madea's Big Happy Family,"$25,000,000","$53,345,287","$53,345,287",
2038,12/13/2013,Tyler Perry's A Madea Christmas,"$25,000,000","$52,543,354","$52,543,354",
2039,12/11/2004,Finding Neverland,"$25,000,000","$115,036,108","$51,676,606",
2040,1/27/2012,The Grey,"$25,000,000","$81,249,176","$51,580,136",
2041,1/28/2005,Hide and Seek,"$25,000,000","$123,696,741","$51,100,486",
2042,8/22/2008,The House Bunny,"$25,000,000","$71,390,601","$48,237,389",
2043,3/14/2003,Agent Cody Banks,"$25,000,000","$58,240,458","$47,545,060",
2044,1/27/2006,Nanny McPhee,"$25,000,000","$128,745,578","$47,279,279",
2045,9/19/1990,Goodfellas,"$25,000,000","$46,777,347","$46,743,809",
2046,8/15/2014,The Giver,"$25,000,000","$55,090,374","$45,090,374",
2047,9/12/1983,Scarface,"$25,000,000","$44,942,821","$44,942,821",
2048,7/18/1997,Nothing To Lose,"$25,000,000","$64,594,061","$44,480,039",
2049,11/20/1987,The Last Emperor,"$25,000,000","$43,988,888","$43,984,987",
2050,11/20/2015,The Night Before,"$25,000,000","$52,427,346","$43,035,725",
2051,12/27/2002,The Hours,"$25,000,000","$97,030,468","$41,675,994",
2052,8/22/1997,Money Talks,"$25,000,000","$41,076,865","$41,076,865",
2053,12/26/2007,There Will Be Blood,"$25,000,000","$77,208,711","$40,222,514",
2054,12/20/2002,The Wild Thornberrys Movie,"$25,000,000","$60,694,737","$40,108,697",
2055,6/13/2003,Rugrats Go Wild,"$25,000,000","$55,443,032","$39,402,572",
2056,1/6/2005,The Sisterhood of the Traveling Pants,"$25,000,000","$41,560,117","$39,053,061",
2057,5/31/2002,Undercover Brother,"$25,000,000","$40,796,145","$38,230,435",
2058,12/25/2013,August: Osage County,"$25,000,000","$50,738,810","$37,738,810",
2059,6/7/2001,Kiss of the Dragon,"$25,000,000","$36,833,473","$36,833,473",
2060,5/16/2014,Million Dollar Arm,"$25,000,000","$39,217,912","$36,447,959",
2061,3/30/2005,Beauty Shop,"$25,000,000","$38,351,350","$36,351,350",
2062,4/4/2003,What a Girl Wants,"$25,000,000","$35,990,505","$35,990,505",
2063,8/29/2003,Jeepers Creepers II,"$25,000,000","$119,923,801","$35,623,801",
2064,9/21/2007,Good Luck Chuck,"$25,000,000","$59,183,821","$35,017,297",
2065,2/28/2003,Cradle 2 the Grave,"$25,000,000","$56,434,942","$34,657,731",
2066,3/17/2006,She's the Man,"$25,000,000","$55,279,608","$33,889,159",
2067,10/12/2014,The Gambler,"$25,000,000","$38,718,031","$33,680,992",
2068,8/24/2007,Mr. Bean’s Holiday,"$25,000,000","$234,981,342","$33,302,167",
2069,10/16/1998,Bride of Chucky,"$25,000,000","$50,692,188","$32,404,188",
2070,2/17/2017,Fist Fight,"$25,000,000","$40,287,017","$32,187,017",
2071,11/21/2007,August Rush,"$25,000,000","$66,015,869","$31,664,162",
2072,8/27/2004,Anacondas: The Hunt for the Blood Orchid,"$25,000,000","$70,326,393","$31,526,393",
2073,9/12/2011,The Sitter,"$25,000,000","$38,749,404","$30,542,576",
2074,6/11/1998,Elizabeth,"$25,000,000","$82,150,642","$30,082,699",
2075,9/23/1970,"Tora, Tora, Tora","$25,000,000","$29,548,291","$29,548,291",
2076,1/23/1998,Spice World,"$25,000,000","$56,042,592","$29,342,592",
2077,11/4/2014,Draft Day,"$25,000,000","$29,276,904","$28,842,237",
2078,9/23/1994,The Shawshank Redemption,"$25,000,000","$28,307,092","$28,241,469",
2079,3/2/2017,Rings,"$25,000,000","$82,991,460","$27,793,018",
2080,5/22/2009,Dance Flick,"$25,000,000","$32,092,761","$25,662,155",
2081,4/20/2001,Crocodile Dundee in Los Angeles,"$25,000,000","$39,393,111","$25,590,119",
2082,7/26/1996,Kingpin,"$25,000,000","$32,223,424","$25,023,424",
2083,3/18/2005,Ice Princess,"$25,000,000","$25,732,334","$24,381,334",
2084,8/26/2011,Don't Be Afraid of the Dark,"$25,000,000","$39,126,427","$24,046,682",
2085,4/23/2010,The Losers,"$25,000,000","$29,863,840","$23,591,432",
2086,8/24/2007,War,"$25,000,000","$40,686,409","$22,486,409",
2087,7/4/1995,Don Juan DeMarco,"$25,000,000","$22,032,635","$22,032,635",
2088,4/22/2005,A Lot Like Love,"$25,000,000","$41,921,590","$21,835,784",
2089,1/5/1998,He Got Game,"$25,000,000","$22,411,948","$21,567,853",
2090,11/2/2011,The Eagle,"$25,000,000","$36,054,706","$19,490,041",
2091,5/8/2015,Shaun the Sheep,"$25,000,000","$101,937,062","$19,375,982",
2092,2/9/2011,Shark Night 3D,"$25,000,000","$32,209,741","$18,877,153",
2093,3/24/2017,CHiPS,"$25,000,000","$23,190,697","$18,600,152",
2094,11/10/2002,Punch-Drunk Love,"$25,000,000","$24,591,031","$17,791,031",
2095,2/20/2004,Eurotrip,"$25,000,000","$20,718,223","$17,718,223",
2096,4/4/2008,The Ruins,"$25,000,000","$22,910,563","$17,432,844",
2097,10/25/2013,The Counselor,"$25,000,000","$71,009,334","$16,973,715",
2098,8/12/2006,Unaccompanied Minors,"$25,000,000","$21,970,831","$16,655,224",
2099,1/4/1988,"Bright Lights, Big City","$25,000,000","$16,118,077","$16,118,077",
2100,11/15/2002,Half Past Dead,"$25,000,000","$19,233,280","$15,567,860",
2101,4/18/1986,Legend,"$25,000,000","$23,506,237","$15,502,112",
2102,7/26/1996,The Adventures of Pinocchio,"$25,000,000","$36,682,170","$15,382,170",
2103,9/30/2005,The Greatest Game Ever Played,"$25,000,000","$15,468,266","$15,331,289",
2104,6/11/2009,The Box,"$25,000,000","$26,341,896","$15,051,977",
2105,3/3/2000,The Next Best Thing,"$25,000,000","$24,355,762","$14,983,572",
2106,8/10/2010,My Soul to Take,"$25,000,000","$16,727,470","$14,744,435",
2107,9/4/2004,The Girl Next Door,"$25,000,000","$31,635,150","$14,589,444",
2108,8/15/2008,Fly Me To the Moon,"$25,000,000","$43,530,281","$14,543,943",
2109,9/13/1996,Maximum Risk,"$25,000,000","$51,702,929","$14,102,929",
2110,9/13/2002,Stealing Harvard,"$25,000,000","$13,973,532","$13,973,532",
2111,3/8/2007,Hot Rod,"$25,000,000","$14,334,401","$13,938,332",
2112,9/9/2011,Warrior,"$25,000,000","$24,215,385","$13,657,115",
2113,12/24/1999,Angela's Ashes,"$25,000,000","$13,038,660","$13,038,660",
2114,12/21/2012,Cirque du Soleil: Worlds Away,"$25,000,000","$28,012,862","$12,512,862",
2115,11/13/2015,The 33,"$25,000,000","$28,400,715","$12,227,722",
2116,6/21/1985,Lifeforce,"$25,000,000","$11,603,545","$11,603,545",
2117,4/15/2011,The Conspirator,"$25,000,000","$15,907,411","$11,538,204",
2118,3/7/2002,The Powerpuff Girls,"$25,000,000","$16,425,701","$11,411,644",
2119,3/6/2005,The Lords of Dogtown,"$25,000,000","$13,424,365","$11,273,517",
2120,1/7/1986,Big Trouble in Little China,"$25,000,000","$11,100,000","$11,100,000",
2121,11/10/1996,Michael Collins,"$25,000,000","$27,572,844","$11,092,559",
2122,3/28/2008,Stop-Loss,"$25,000,000","$11,229,035","$10,915,744",
2123,8/10/1993,Gettysburg,"$25,000,000","$10,731,997","$10,731,997",
2124,10/18/2002,Abandon,"$25,000,000","$12,219,367","$10,719,367",
2125,9/16/2011,Straw Dogs,"$25,000,000","$11,253,821","$10,324,441",
2126,8/13/1999,Brokedown Palace,"$25,000,000","$11,115,766","$10,115,014",
2127,8/16/2002,Possession,"$25,000,000","$14,805,812","$10,103,647",
2128,4/19/1996,Mrs. Winterbourne,"$25,000,000","$10,039,566","$10,039,566",
2129,5/17/1991,Stone Cold,"$25,000,000","$9,286,314","$9,286,314",
2130,11/25/2009,The Road,"$25,000,000","$29,206,732","$8,114,270",
2131,6/4/2007,The Hoax,"$25,000,000","$7,164,995","$7,164,995",
2132,8/17/1984,Sheena,"$25,000,000","$5,778,353","$5,778,353",
2133,2/9/2005,Underclassman,"$25,000,000","$5,654,777","$5,654,777",
2134,3/23/2001,Say It Isn't So,"$25,000,000","$5,516,708","$5,516,708",
2135,7/12/2005,The World's Fastest Indian,"$25,000,000","$18,991,288","$5,128,124",
2136,4/25/2008,Deception,"$25,000,000","$12,850,033","$4,598,506",
2137,1/3/1995,Tank Girl,"$25,000,000","$4,064,333","$4,064,333",
2138,4/22/2005,King's Ransom,"$25,000,000","$4,049,527","$4,008,527",
2139,3/10/2008,Blindness,"$25,000,000","$20,052,958","$3,073,392",
2140,12/16/2011,Carnage,"$25,000,000","$38,112,154","$2,546,747",
2141,6/1/2006,BloodRayne,"$25,000,000","$3,605,420","$2,405,420",
2142,11/20/2015,Legend,"$25,000,000","$42,642,077","$1,872,994",
2143,11/20/2009,Bad Lieutenant: Port of Call New Orleans,"$25,000,000","$12,413,949","$1,702,112",
2144,1/29/2016,Jane Got a Gun,"$25,000,000","$2,976,636","$1,513,793",
2145,11/25/2009,Me and Orson Welles,"$25,000,000","$1,190,003","$1,190,003",
2146,9/16/2005,Venom,"$25,000,000","$881,745","$881,745",
2147,10/14/2005,Where the Truth Lies,"$25,000,000","$1,415,656","$872,142",
2148,11/9/1998,Without Limits,"$25,000,000","$780,326","$780,326",
2149,3/22/2013,On the Road,"$25,000,000","$9,313,302","$720,828",
2150,8/24/2012,Les petits mouchoirs,"$25,000,000","$48,530,887","$205,505",
2151,6/30/2010,Love Ranch,"$25,000,000","$146,149","$137,885",
2152,4/24/2015,Yi ge ren de wu lin,"$25,000,000","$129,115","$129,115",
2153,12/31/2010,Sammy's avonturen: De geheime doorgang,"$25,000,000","$71,594,792",$0,
2154,12/31/2010,Belka i Strelka. Zvezdnye sobaki,"$25,000,000","$9,445,081",$0,
2155,4/10/2011,La véritable histoire du Chat Botté,"$25,000,000","$8,208,594",$0,
2156,8/7/2011,Ironclad,"$25,000,000","$5,297,411",$0,
2157,10/3/2015,Red Sky,"$25,000,000","$91,116",$0,
2158,10/17/2008,W.,"$25,100,000","$28,575,778","$25,534,493",
2005,8/31/2005,The Constant Gardener,"$25,500,000","$86,301,599","$33,579,798",
2004,5/17/1996,Flipper,"$25,530,000","$30,593,313","$20,080,020",
2003,1/5/1981,Graduation Day,"$250,000","$23,894,000","$23,894,000",
5185,4/4/1997,Chasing Amy,"$250,000","$15,155,095","$12,006,514",
5186,6/28/2002,Lovely and Amazing,"$250,000","$4,613,482","$4,210,379",
5187,11/4/2003,Better Luck Tomorrow,"$250,000","$3,809,226","$3,802,390",
5188,10/28/2011,Like Crazy,"$250,000","$3,731,489","$3,395,391",
5189,6/16/1995,The Incredibly True Adventure of Two Girls in Love,"$250,000","$2,477,155","$2,210,408",
5190,7/14/2000,Chuck&Buck,"$250,000","$1,157,672","$1,055,671",
5191,3/16/2001,American Desi,"$250,000","$1,366,235","$902,835",
5192,11/9/1998,Cube,"$250,000","$8,969,065","$489,220",
5193,3/28/1997,Love and Other Catastrophes,"$250,000","$743,216","$212,285",
5194,8/28/1998,I Married a Strange Person,"$250,000","$203,134","$203,134",
5195,7/22/2005,November,"$250,000","$191,862","$191,862",
5196,9/17/1999,Sugar Town,"$250,000","$178,095","$178,095",
5197,3/28/2008,Happy Valley,"$250,000","$67,665","$67,665",
5198,2/8/2013,The Canyons,"$250,000","$62,375","$59,671",
5199,6/28/2006,The Motel,"$250,000","$51,540","$51,540",
5200,7/15/2005,On the Outs,"$250,000","$237,816","$49,772",
5201,12/14/2007,Shotgun Stories,"$250,000","$284,174","$46,026",
5202,6/6/2014,Test,"$250,000","$18,823","$18,823",
5203,8/1/1999,Sticky Fingers of Time,"$250,000","$20,628","$18,195",
5204,8/15/2014,Night Lights,"$250,000","$12,848","$12,848",
5205,3/24/2015,Along the Roadside,"$250,000","$3,234",$0,
5206,1/5/2015,Avengers: Age of Ultron,"$250,000,000","$1,404,705,868","$459,005,868",
10,6/5/2016,Captain America: Civil War,"$250,000,000","$1,151,684,349","$408,084,349",
11,3/25/2016,Batman v Superman: Dawn of Justice,"$250,000,000","$868,160,194","$330,360,194",
12,12/14/2012,The Hobbit: An Unexpected Journey,"$250,000,000","$1,017,003,568","$303,003,568",
13,7/15/2009,Harry Potter and the Half-Blood Prince,"$250,000,000","$935,083,686","$301,959,197",
14,12/13/2013,The Hobbit: The Desolation of Smaug,"$250,000,000","$960,366,855","$258,366,855",
15,12/17/2014,The Hobbit: The Battle of the Five Armies,"$250,000,000","$955,119,788","$255,119,788",
16,5/20/2011,Pirates of the Caribbean: On Stranger Tides,"$250,000,000","$1,045,663,875","$241,063,875",
17,4/14/2017,The Fate of the Furious,"$250,000,000","$1,237,444,462","$225,764,765",
18,4/5/2007,Spider-Man 3,"$258,000,000","$890,875,303","$336,530,303",
9,1/16/2009,Paul Blart: Mall Cop,"$26,000,000","$185,904,750","$146,336,178",
1966,6/8/2003,Freaky Friday,"$26,000,000","$160,822,438","$110,222,438",
1967,8/19/2005,The 40 Year-old Virgin,"$26,000,000","$177,344,230","$109,449,237",
1968,11/12/1998,Shakespeare in Love,"$26,000,000","$279,500,000","$100,317,794",
1969,12/21/1990,Kindergarten Cop,"$26,000,000","$202,000,000","$91,457,688",
1970,6/8/2008,The Pineapple Express,"$26,000,000","$102,404,019","$87,341,380",
1971,12/22/1993,Philadelphia,"$26,000,000","$201,324,422","$77,324,422",
1972,7/31/1998,Ever After: A Cinderella Story,"$26,000,000","$65,705,772","$65,705,772",
1973,10/8/1990,Flatliners,"$26,000,000","$61,308,153","$61,308,153",
1974,8/15/2003,Open Range,"$26,000,000","$68,613,992","$58,331,254",
1975,8/19/2005,Red Eye,"$26,000,000","$96,666,486","$57,891,803",
1976,9/12/2011,New Year’s Eve,"$26,000,000","$146,850,273","$54,544,638",
1977,6/15/1977,A Bridge Too Far,"$26,000,000","$50,800,000","$50,800,000",
1978,4/26/2013,Pain & Gain,"$26,000,000","$81,275,291","$49,875,291",
1979,1/31/2003,Final Destination 2,"$26,000,000","$90,396,664","$46,896,664",
1980,12/22/2000,"O Brother, Where Art Thou?","$26,000,000","$75,763,814","$45,506,619",
1981,12/29/2004,In Good Company,"$26,000,000","$63,489,752","$45,489,752",
1982,1/22/2010,Legion,"$26,000,000","$67,647,574","$40,168,080",
1983,8/29/2012,Lawless,"$26,000,000","$54,393,637","$37,397,291",
1984,3/29/2002,Clockstoppers,"$26,000,000","$38,788,828","$36,985,501",
1985,10/7/1985,Silverado,"$26,000,000","$33,200,000","$33,200,000",
1986,4/12/2009,Brothers,"$26,000,000","$45,043,870","$28,544,157",
1987,10/17/2014,The Best of Me,"$26,000,000","$41,059,418","$26,766,213",
1988,12/3/2004,Agent Cody Banks 2: Destination London,"$26,000,000","$28,703,083","$23,514,247",
1989,3/8/2001,Original Sin,"$26,000,000","$16,521,410","$16,521,410",
1990,4/27/2012,The Raven,"$26,000,000","$30,601,801","$16,008,272",
1991,2/20/2004,Welcome to Mooseport,"$26,000,000","$14,469,428","$14,469,428",
1992,1/27/1995,Highlander III: The Sorcerer,"$26,000,000","$13,738,574","$13,738,574",
1993,10/7/2015,Self/Less,"$26,000,000","$33,713,827","$12,279,691",
1994,8/24/2001,The Curse of the Jade Scorpion,"$26,000,000","$18,496,522","$7,496,522",
1995,10/18/2013,The Fifth Estate,"$26,000,000","$6,154,172","$3,254,172",
1996,2/21/1997,Blood and Wine,"$26,000,000","$1,083,350","$1,083,350",
1997,3/21/2014,Blood Ties,"$26,000,000","$2,923,959","$42,472",
1998,8/24/1997,The Grimm Brothers' Snow White,"$26,000,000","$5,000","$5,000",
1999,6/30/2015,Viy,"$26,000,000","$34,246,770",$0,
2000,3/17/2015,Accidental Love,"$26,000,000","$135,436",$0,
2001,11/23/2016,Rules Don’t Apply,"$26,700,000","$3,871,448","$3,652,206",
1965,11/24/2010,Tangled,"$260,000,000","$586,581,936","$200,821,936",
8,10/19/1994,Clerks,"$27,000","$3,894,240","$3,073,428",
5353,12/24/1999,Pink Narcissus,"$27,000","$8,231","$8,231",
5354,1/27/2017,Emily,"$27,000","$3,547","$3,547",
5355,3/18/2011,Limitless,"$27,000,000","$155,564,919","$79,249,455",
1937,6/12/1991,Star Trek VI: The Undiscovered Country,"$27,000,000","$96,900,000","$74,888,996",
1938,7/6/2002,The Divine Secrets of the Ya-Ya Sisterhood,"$27,000,000","$73,826,768","$69,586,544",
1939,3/10/1997,Kiss the Girls,"$27,000,000","$60,527,873","$60,527,873",
1940,6/20/1980,The Blues Brothers,"$27,000,000","$57,229,890","$57,229,890",
1941,12/25/1994,The Jungle Book,"$27,000,000","$44,342,956","$44,342,956",
1942,6/8/2008,The Sisterhood of the Traveling Pants 2,"$27,000,000","$44,270,131","$44,089,964",
1943,5/13/2016,Money Monster,"$27,000,000","$93,469,699","$41,012,075",
1944,5/17/2002,About a Boy,"$27,000,000","$130,759,651","$40,803,000",
1945,8/19/2011,Spy Kids: All the Time in the World,"$27,000,000","$80,681,183","$38,536,376",
1946,7/16/1999,Lake Placid,"$27,000,000","$31,770,413","$31,770,413",
1947,7/4/2006,Lucky Number Slevin,"$27,000,000","$55,495,466","$22,495,466",
1948,10/21/1983,The Right Stuff,"$27,000,000","$21,500,000","$21,500,000",
1949,7/20/1984,Die Unendliche Geschichte,"$27,000,000","$21,300,000","$21,300,000",
1950,2/27/1998,Dark City,"$27,000,000","$27,257,061","$14,435,076",
1951,9/19/2008,The Duchess,"$27,000,000","$45,160,110","$13,848,978",
1952,1/10/2010,Case 39,"$27,000,000","$28,773,827","$13,261,851",
1953,10/6/2005,The Honeymooners,"$27,000,000","$13,174,426","$12,834,849",
1954,6/21/1985,Return to Oz,"$27,000,000","$10,618,813","$10,618,813",
1955,3/27/1998,The Newton Boys,"$27,000,000","$10,341,093","$10,341,093",
1956,8/27/2004,Suspect Zero,"$27,000,000","$8,712,564","$8,712,564",
1957,2/11/2007,The Martian Child,"$27,000,000","$9,352,089","$7,500,310",
1958,10/18/2002,Formula 51,"$27,000,000","$5,204,007","$5,204,007",
1959,11/24/1999,Flawless,"$27,000,000","$4,485,485","$4,485,485",
1960,5/13/2005,Mindhunters,"$27,000,000","$16,566,235","$4,476,235",
1961,10/17/2008,What Just Happened,"$27,000,000","$2,412,123","$1,090,947",
1962,12/12/2003,The Statement,"$27,000,000","$1,545,064","$765,637",
1963,1/6/2007,Knocked Up,"$27,500,000","$219,265,952","$148,761,765",
1928,10/6/1983,Octopussy,"$27,500,000","$187,500,000","$67,900,000",
1929,6/26/2009,My Sister's Keeper,"$27,500,000","$96,673,002","$49,200,230",
1930,8/2/2008,Welcome Home Roscoe Jenkins,"$27,500,000","$43,607,627","$42,436,517",
1931,1/13/2012,Joyful Noise,"$27,500,000","$31,157,914","$30,932,113",
1932,12/14/1984,A Passage to India,"$27,500,000","$27,187,653","$27,187,653",
1933,12/25/2006,Notes on a Scandal,"$27,500,000","$50,578,411","$17,510,118",
1934,10/19/2007,Rendition,"$27,500,000","$26,939,925","$9,736,045",
1935,10/28/2011,Anonymous,"$27,500,000","$15,815,509","$4,463,292",
1936,8/17/2012,Compliance,"$270,000","$830,700","$319,285",
5184,7/20/2012,The Dark Knight Rises,"$275,000,000","$1,084,439,099","$448,139,099",
5,2/7/2013,The Lone Ranger,"$275,000,000","$260,002,115","$89,302,115",
6,9/3/2012,John Carter,"$275,000,000","$282,778,100","$73,058,679",
7,11/11/1992,Aladdin,"$28,000,000","$504,050,219","$217,350,219",
1881,5/23/1984,Indiana Jones and the Temple of Doom,"$28,000,000","$333,080,271","$179,880,271",
1882,8/14/2015,Straight Outta Compton,"$28,000,000","$202,043,881","$161,058,685",
1883,11/20/1998,The Rugrats Movie,"$28,000,000","$140,894,685","$100,494,685",
1884,7/15/1988,Die Hard,"$28,000,000","$139,109,346","$81,350,242",
1885,6/4/2001,Along Came a Spider,"$28,000,000","$105,159,085","$74,058,698",
1886,2/14/2013,Safe Haven,"$28,000,000","$94,050,951","$71,399,120",
1887,11/12/2015,The Big Short,"$28,000,000","$133,162,752","$70,259,870",
1888,7/11/2008,Role Models,"$28,000,000","$94,500,826","$67,300,955",
1889,7/21/2017,Girls Trip,"$28,000,000","$69,290,699","$67,206,670",
1890,10/10/2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$28,000,000","$101,379,287","$66,954,149",
1891,6/2/2004,Miracle,"$28,000,000","$64,474,705","$64,378,093",
1892,1/28/2013,Last Vegas,"$28,000,000","$112,914,167","$63,914,167",
1893,1/26/2001,The Wedding Planner,"$28,000,000","$94,728,529","$60,400,856",
1894,3/19/2004,Dawn of the Dead,"$28,000,000","$103,452,875","$58,990,765",
1895,6/26/1981,For Your Eyes Only,"$28,000,000","$195,300,000","$54,800,000",
1896,12/14/2001,The Royal Tenenbaums,"$28,000,000","$71,430,876","$52,353,636",
1897,4/25/2003,Identity,"$28,000,000","$82,183,683","$52,131,264",
1898,5/10/2001,Serendipity,"$28,000,000","$77,477,297","$50,255,310",
1899,4/16/2010,Kick-Ass,"$28,000,000","$97,531,134","$48,071,303",
1900,9/28/2001,Zoolander,"$28,000,000","$60,780,981","$45,172,250",
1901,9/16/1994,Timecop,"$28,000,000","$102,053,581","$44,853,581",
1902,7/27/2007,No Reservations,"$28,000,000","$91,943,956","$43,107,979",
1903,7/16/1993,Hocus Pocus,"$28,000,000","$39,360,491","$39,360,491",
1904,11/11/2005,Pride & Prejudice,"$28,000,000","$126,549,607","$38,372,662",
